"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Cover_Type","Combined_Soil_Type","Combined_Wilderness_Area","Total_Hillshade"
3031,"NW","0-5",509,33,4080,4365,"Lodgepole Pine","29","Rawah Area",607
3135,"N","15-20",589,22,2017,3314,"Spruce/Fir","31","Comanche Peak Area",543
3009,"SW","20-25",67,34,2780,212,"Lodgepole Pine","33","Comanche Peak Area",634
2470,"N","10-15",90,18,268,1179,"Douglas-fir","11","Cache la Poudre Area",567
3148,"E","15-20",297,71,1140,1579,"Lodgepole Pine","13","Comanche Peak Area",542
2830,"N","5-10",30,2,3227,4908,"Lodgepole Pine","20","Rawah Area",582
2636,"NW","35-40",85,48,1549,1177,"Douglas-fir","13","Comanche Peak Area",523
3185,"W","10-15",201,37,433,726,"Spruce/Fir","32","Neota Area",619
2807,"W","30-35",60,39,2139,1492,"Spruce/Fir","13","Comanche Peak Area",567
2458,"SE","5-10",450,102,722,1040,"Douglas-fir","2","Cache la Poudre Area",604
3119,"SE","10-15",90,-3,2012,540,"Spruce/Fir","23","Rawah Area",592
3092,"NE","5-10",30,0,930,1950,"Lodgepole Pine","23","Rawah Area",586
3029,"SW","20-25",511,63,5475,841,"Lodgepole Pine","29","Rawah Area",637
3109,"SE","15-20",150,10,1266,2190,"Spruce/Fir","23","Rawah Area",572
2956,"NE","5-10",626,171,1082,2609,"Lodgepole Pine","32","Comanche Peak Area",590
3204,"SE","15-20",270,23,4320,1082,"Spruce/Fir","33","Comanche Peak Area",594
3272,"SW","5-10",711,137,560,2206,"Lodgepole Pine","32","Comanche Peak Area",627
3159,"E","10-15",480,-15,3933,4355,"Spruce/Fir","23","Rawah Area",571
2983,"NE","0-5",30,-3,3929,800,"Spruce/Fir","23","Rawah Area",600
3008,"SE","5-10",108,17,2754,6468,"Spruce/Fir","29","Rawah Area",611
2566,"N","5-10",201,21,1343,1401,"Aspen","2","Comanche Peak Area",595
3376,"N","10-15",309,44,1423,2071,"Spruce/Fir","40","Neota Area",585
3004,"NE","15-20",474,49,2418,2701,"Lodgepole Pine","31","Comanche Peak Area",521
2560,"NE","15-20",85,15,1524,1350,"Lodgepole Pine","10","Comanche Peak Area",536
3181,"NW","15-20",847,-21,1438,1207,"Spruce/Fir","31","Comanche Peak Area",601
2814,"N","10-15",270,17,1617,2297,"Lodgepole Pine","33","Comanche Peak Area",567
2889,"E","5-10",201,82,711,960,"Spruce/Fir","33","Comanche Peak Area",592
2407,"S","10-15",361,77,787,706,"Ponderosa Pine","1","Cache la Poudre Area",628
3196,"E","15-20",201,6,1436,2393,"Spruce/Fir","30","Rawah Area",551
3076,"NE","5-10",67,13,1362,547,"Spruce/Fir","22","Rawah Area",573
3152,"SE","5-10",492,10,3504,3772,"Spruce/Fir","29","Rawah Area",604
3031,"SE","10-15",201,23,3730,2568,"Lodgepole Pine","30","Rawah Area",595
3011,"NE","10-15",216,6,4479,607,"Lodgepole Pine","30","Rawah Area",552
2996,"SE","10-15",450,222,4414,666,"Lodgepole Pine","29","Rawah Area",611
3225,"W","0-5",330,1,6051,1144,"Spruce/Fir","22","Rawah Area",616
2881,"E","10-15",162,15,1184,2385,"Lodgepole Pine","31","Comanche Peak Area",580
2915,"E","10-15",153,-24,532,1931,"Lodgepole Pine","29","Rawah Area",568
2859,"S","25-30",446,158,685,1849,"Aspen","4","Comanche Peak Area",621
2315,"NW","25-30",216,2,541,566,"Ponderosa Pine","10","Cache la Poudre Area",552
3002,"S","5-10",466,-18,1383,1477,"Lodgepole Pine","32","Comanche Peak Area",629
2939,"W","5-10",324,31,5155,1744,"Aspen","29","Rawah Area",620
3051,"E","5-10",446,79,2423,2200,"Spruce/Fir","32","Comanche Peak Area",600
2283,"S","15-20",382,163,1061,553,"Cottonwood/Willow","3","Cache la Poudre Area",631
2953,"S","10-15",124,21,1050,661,"Spruce/Fir","13","Comanche Peak Area",631
3135,"SE","15-20",630,94,912,1917,"Lodgepole Pine","33","Comanche Peak Area",575
3095,"N","5-10",180,26,516,1500,"Lodgepole Pine","22","Rawah Area",598
3006,"NE","5-10",124,7,1142,1524,"Spruce/Fir","32","Comanche Peak Area",575
3167,"SE","0-5",362,21,4292,900,"Spruce/Fir","29","Rawah Area",611
2766,"SW","10-15",201,3,1495,1746,"Spruce/Fir","12","Rawah Area",637
2207,"E","35-40",426,257,450,365,"Ponderosa Pine","1","Cache la Poudre Area",407
3008,"NE","5-10",170,17,5987,3500,"Lodgepole Pine","29","Rawah Area",581
2903,"NE","10-15",277,121,1637,2030,"Lodgepole Pine","24","Comanche Peak Area",554
3190,"NE","10-15",216,-8,1423,470,"Lodgepole Pine","32","Comanche Peak Area",558
2876,"NE","5-10",242,34,2433,1129,"Spruce/Fir","23","Comanche Peak Area",576
2759,"N","15-20",120,52,1566,977,"Lodgepole Pine","31","Comanche Peak Area",539
3089,"NE","15-20",162,11,2497,722,"Spruce/Fir","23","Comanche Peak Area",546
3015,"SW","10-15",42,0,1507,2455,"Spruce/Fir","22","Comanche Peak Area",633
3096,"NW","10-15",124,20,4943,666,"Spruce/Fir","29","Rawah Area",608
2708,"E","15-20",192,25,3688,2329,"Lodgepole Pine","11","Comanche Peak Area",543
2939,"SE","15-20",0,0,4312,1947,"Lodgepole Pine","20","Rawah Area",575
2847,"E","5-10",120,31,3330,1775,"Lodgepole Pine","29","Rawah Area",586
2804,"S","10-15",192,52,3812,5498,"Lodgepole Pine","30","Rawah Area",616
2956,"SW","15-20",210,22,1475,1423,"Lodgepole Pine","31","Comanche Peak Area",639
3314,"N","15-20",601,163,3037,703,"Spruce/Fir","39","Comanche Peak Area",566
2916,"NW","5-10",30,0,4667,6139,"Lodgepole Pine","20","Rawah Area",599
2872,"E","10-15",150,62,162,684,"Lodgepole Pine","30","Rawah Area",574
3165,"SE","5-10",553,52,3394,3390,"Spruce/Fir","29","Rawah Area",600
3071,"N","15-20",323,39,1041,1237,"Lodgepole Pine","23","Neota Area",552
3072,"N","5-10",42,4,3426,2236,"Spruce/Fir","23","Rawah Area",598
3297,"W","15-20",331,79,4094,1762,"Spruce/Fir","22","Comanche Peak Area",622
3285,"E","15-20",0,0,1604,1889,"Spruce/Fir","39","Rawah Area",524
3156,"N","10-15",840,-67,845,1758,"Lodgepole Pine","29","Rawah Area",557
3247,"W","15-20",417,135,1928,1928,"Lodgepole Pine","32","Comanche Peak Area",613
2778,"E","15-20",190,82,3373,5944,"Lodgepole Pine","30","Rawah Area",542
3072,"NE","10-15",228,55,1370,2881,"Spruce/Fir","31","Comanche Peak Area",566
3063,"S","5-10",418,74,1742,3678,"Spruce/Fir","22","Rawah Area",631
2644,"N","0-5",108,-4,488,1397,"Lodgepole Pine","12","Rawah Area",603
2816,"E","10-15",150,42,926,1921,"Lodgepole Pine","30","Rawah Area",567
2591,"N","10-15",108,9,1830,2001,"Douglas-fir","11","Comanche Peak Area",561
3139,"NE","10-15",391,95,3193,3084,"Spruce/Fir","30","Rawah Area",546
2960,"E","15-20",175,65,5114,331,"Lodgepole Pine","30","Rawah Area",551
2860,"S","10-15",120,22,1034,2274,"Lodgepole Pine","33","Comanche Peak Area",620
3152,"N","10-15",510,40,1824,2643,"Spruce/Fir","31","Comanche Peak Area",575
3235,"SW","25-30",240,30,2024,3435,"Spruce/Fir","29","Rawah Area",630
3136,"NE","5-10",190,33,3756,4953,"Spruce/Fir","29","Rawah Area",584
2922,"S","25-30",190,83,1116,573,"Lodgepole Pine","29","Rawah Area",593
3107,"SW","20-25",924,279,4364,1418,"Lodgepole Pine","33","Comanche Peak Area",633
3083,"NE","10-15",607,251,618,1057,"Lodgepole Pine","30","Rawah Area",572
2851,"SW","20-25",255,161,2040,1170,"Lodgepole Pine","13","Comanche Peak Area",638
2559,"NE","25-30",67,15,2813,895,"Douglas-fir","10","Comanche Peak Area",460
3011,"S","15-20",330,32,1717,1292,"Lodgepole Pine","29","Rawah Area",622
3007,"NE","5-10",256,18,1604,1797,"Lodgepole Pine","22","Rawah Area",589
2883,"NE","5-10",495,91,2724,3368,"Lodgepole Pine","12","Rawah Area",581
2773,"N","30-35",216,82,1288,1676,"Lodgepole Pine","24","Comanche Peak Area",464
2912,"SE","10-15",240,57,594,1084,"Aspen","32","Comanche Peak Area",599
2975,"N","5-10",532,3,3326,5825,"Spruce/Fir","20","Rawah Area",596
3132,"E","5-10",175,2,684,2352,"Spruce/Fir","19","Neota Area",592
3122,"SE","15-20",330,147,2089,3751,"Spruce/Fir","29","Rawah Area",574
2584,"NE","10-15",324,-16,443,1136,"Spruce/Fir","9","Rawah Area",571
3155,"SW","5-10",127,11,1153,532,"Spruce/Fir","23","Comanche Peak Area",633
2884,"NE","5-10",30,5,5094,1218,"Lodgepole Pine","20","Rawah Area",577
2349,"NE","30-35",95,21,335,618,"Lodgepole Pine","10","Comanche Peak Area",438
3356,"E","10-15",190,23,949,3820,"Lodgepole Pine","32","Neota Area",582
2854,"NW","15-20",212,56,3249,474,"Lodgepole Pine","10","Comanche Peak Area",588
2879,"SW","25-30",190,78,3231,1626,"Lodgepole Pine","4","Comanche Peak Area",628
2337,"NE","15-20",192,75,1146,700,"Douglas-fir","10","Cache la Poudre Area",530
2907,"W","20-25",60,46,421,1794,"Spruce/Fir","24","Comanche Peak Area",596
3230,"NW","10-15",531,4,5317,1900,"Spruce/Fir","22","Rawah Area",616
2989,"NE","10-15",216,54,2058,768,"Spruce/Fir","30","Rawah Area",557
2268,"SE","20-25",170,75,979,1321,"Cottonwood/Willow","3","Cache la Poudre Area",538
2735,"E","10-15",134,16,2130,1328,"Lodgepole Pine","12","Rawah Area",576
2806,"W","15-20",379,74,212,1956,"Lodgepole Pine","10","Comanche Peak Area",617
3077,"NE","10-15",67,0,3829,3894,"Spruce/Fir","29","Rawah Area",554
2962,"NE","5-10",402,43,3683,5568,"Lodgepole Pine","29","Rawah Area",588
2760,"NW","10-15",510,89,2556,1865,"Lodgepole Pine","32","Comanche Peak Area",598
2956,"E","5-10",272,2,1885,1249,"Lodgepole Pine","29","Rawah Area",578
3172,"W","5-10",182,19,1451,268,"Spruce/Fir","23","Comanche Peak Area",622
2985,"NW","10-15",558,85,5662,4319,"Lodgepole Pine","29","Rawah Area",614
2862,"NW","15-20",30,9,2496,481,"Lodgepole Pine","23","Comanche Peak Area",585
2552,"E","5-10",180,26,664,3450,"Lodgepole Pine","18","Rawah Area",584
2899,"NE","10-15",323,35,2922,2577,"Lodgepole Pine","12","Rawah Area",554
3278,"W","10-15",690,143,720,2495,"Lodgepole Pine","13","Comanche Peak Area",635
3135,"E","20-25",182,73,4030,671,"Lodgepole Pine","29","Rawah Area",507
2936,"W","5-10",60,10,5228,3194,"Spruce/Fir","23","Rawah Area",628
3201,"NE","10-15",408,59,2911,4425,"Spruce/Fir","23","Rawah Area",560
3099,"NW","5-10",726,-86,962,1060,"Lodgepole Pine","23","Neota Area",603
2843,"N","5-10",190,39,2249,2101,"Spruce/Fir","29","Rawah Area",593
2779,"NE","10-15",30,3,2467,2787,"Lodgepole Pine","23","Rawah Area",558
3213,"NE","15-20",283,30,3224,2930,"Lodgepole Pine","32","Comanche Peak Area",537
2826,"N","5-10",228,41,1911,1902,"Lodgepole Pine","12","Rawah Area",585
3160,"N","0-5",150,22,5683,721,"Spruce/Fir","29","Rawah Area",602
2627,"S","5-10",404,198,1905,577,"Ponderosa Pine","2","Comanche Peak Area",619
2715,"N","5-10",170,33,2244,4519,"Lodgepole Pine","12","Rawah Area",592
3039,"S","25-30",942,211,4295,1319,"Lodgepole Pine","33","Comanche Peak Area",618
2580,"N","0-5",0,0,1337,845,"Lodgepole Pine","20","Comanche Peak Area",605
2988,"N","0-5",212,23,4731,5794,"Lodgepole Pine","12","Rawah Area",608
3253,"S","30-35",361,129,2836,876,"Spruce/Fir","33","Comanche Peak Area",593
2761,"NW","0-5",150,30,1478,2307,"Spruce/Fir","12","Rawah Area",613
2608,"NE","25-30",60,38,1167,1358,"Lodgepole Pine","33","Comanche Peak Area",468
3065,"S","10-15",443,100,1449,607,"Lodgepole Pine","13","Comanche Peak Area",620
2976,"NE","10-15",67,7,1140,908,"Lodgepole Pine","24","Comanche Peak Area",558
3252,"NW","15-20",661,68,713,937,"Spruce/Fir","23","Neota Area",606
3135,"NE","5-10",162,27,5221,3144,"Lodgepole Pine","22","Rawah Area",583
2763,"SE","5-10",134,0,1952,1209,"Lodgepole Pine","12","Rawah Area",609
3254,"E","10-15",390,49,3121,4625,"Spruce/Fir","40","Rawah Area",582
3152,"S","10-15",1206,204,3048,1765,"Lodgepole Pine","33","Comanche Peak Area",624
2935,"SW","0-5",272,22,3759,4563,"Lodgepole Pine","12","Rawah Area",621
2956,"SE","5-10",541,175,2230,1805,"Lodgepole Pine","34","Comanche Peak Area",611
2791,"E","10-15",0,0,2809,4552,"Lodgepole Pine","20","Rawah Area",574
2885,"N","10-15",60,5,3834,3784,"Lodgepole Pine","29","Rawah Area",565
2900,"NE","10-15",0,0,4563,6196,"Lodgepole Pine","20","Rawah Area",569
3138,"N","20-25",170,19,513,1978,"Spruce/Fir","22","Neota Area",505
2640,"SW","5-10",313,112,874,1182,"Ponderosa Pine","2","Comanche Peak Area",628
2262,"NW","20-25",272,184,1426,959,"Ponderosa Pine","10","Cache la Poudre Area",579
3098,"N","10-15",120,-8,1767,1718,"Lodgepole Pine","23","Comanche Peak Area",554
2939,"NE","15-20",277,23,4677,1973,"Lodgepole Pine","29","Rawah Area",541
3270,"S","10-15",408,137,2938,927,"Spruce/Fir","33","Comanche Peak Area",635
2726,"NW","30-35",108,86,2345,2135,"Lodgepole Pine","24","Comanche Peak Area",525
2713,"N","15-20",150,25,1727,1154,"Lodgepole Pine","29","Rawah Area",534
2597,"E","25-30",60,29,1320,824,"Lodgepole Pine","24","Comanche Peak Area",483
3037,"SW","15-20",216,16,5828,2308,"Lodgepole Pine","29","Rawah Area",635
3025,"E","10-15",277,7,1761,1736,"Spruce/Fir","22","Rawah Area",573
2874,"NE","10-15",85,6,3124,4468,"Lodgepole Pine","12","Rawah Area",556
2939,"NE","0-5",297,2,1529,242,"Lodgepole Pine","23","Comanche Peak Area",596
3267,"SE","10-15",592,189,525,2984,"Lodgepole Pine","23","Neota Area",585
3119,"E","5-10",0,0,3145,841,"Lodgepole Pine","23","Comanche Peak Area",581
3214,"W","25-30",124,39,1124,2480,"Spruce/Fir","39","Rawah Area",604
2936,"E","10-15",474,0,4669,3226,"Spruce/Fir","23","Rawah Area",561
3131,"SE","0-5",182,-1,1106,1921,"Spruce/Fir","22","Rawah Area",612
2981,"E","5-10",577,3,4262,4725,"Lodgepole Pine","12","Rawah Area",588
2889,"N","15-20",30,13,3732,2772,"Lodgepole Pine","23","Rawah Area",551
3113,"SE","25-30",170,48,828,457,"Lodgepole Pine","33","Comanche Peak Area",528
3286,"NE","5-10",60,-2,4896,404,"Lodgepole Pine","29","Rawah Area",584
3011,"N","15-20",190,7,5225,4558,"Lodgepole Pine","29","Rawah Area",553
2893,"E","10-15",295,40,2914,2603,"Lodgepole Pine","12","Rawah Area",550
3165,"W","0-5",182,24,2471,927,"Lodgepole Pine","23","Comanche Peak Area",623
2639,"NE","15-20",553,-88,1187,3877,"Lodgepole Pine","29","Rawah Area",544
3030,"NW","10-15",510,-90,1789,1950,"Lodgepole Pine","32","Comanche Peak Area",597
3282,"E","20-25",90,-15,2477,3929,"Krummholz","33","Neota Area",542
2930,"E","20-25",60,-21,510,433,"Spruce/Fir","22","Rawah Area",504
3240,"NW","0-5",531,42,481,1695,"Spruce/Fir","23","Neota Area",608
2823,"N","10-15",300,67,1410,2679,"Lodgepole Pine","11","Comanche Peak Area",565
3405,"E","5-10",618,-48,789,553,"Krummholz","38","Neota Area",593
3351,"N","0-5",134,2,1400,3556,"Spruce/Fir","35","Neota Area",605
2413,"NE","20-25",192,67,469,685,"Lodgepole Pine","10","Comanche Peak Area",508
3178,"NE","5-10",607,36,3264,3912,"Spruce/Fir","29","Rawah Area",585
2828,"NE","10-15",516,15,3305,2563,"Spruce/Fir","10","Comanche Peak Area",558
2929,"SW","5-10",433,26,5539,3861,"Lodgepole Pine","29","Rawah Area",629
2620,"W","20-25",134,61,1211,759,"Douglas-fir","33","Comanche Peak Area",601
2196,"N","30-35",150,76,787,408,"Ponderosa Pine","10","Cache la Poudre Area",449
3183,"E","15-20",67,7,1681,1606,"Spruce/Fir","31","Comanche Peak Area",547
2520,"NE","10-15",60,8,450,450,"Lodgepole Pine","12","Rawah Area",569
3046,"E","10-15",335,43,1218,2913,"Lodgepole Pine","29","Rawah Area",568
2922,"W","10-15",67,13,5035,4119,"Lodgepole Pine","29","Rawah Area",631
3089,"N","15-20",212,17,1663,1637,"Lodgepole Pine","31","Comanche Peak Area",537
3264,"N","15-20",0,0,2058,1940,"Lodgepole Pine","23","Neota Area",548
3010,"N","10-15",162,44,1465,1419,"Lodgepole Pine","31","Comanche Peak Area",563
3124,"E","0-5",212,9,2552,1031,"Lodgepole Pine","29","Rawah Area",602
3229,"NW","0-5",190,8,5835,1752,"Spruce/Fir","22","Rawah Area",612
2788,"N","10-15",175,19,3159,2989,"Lodgepole Pine","12","Rawah Area",587
2590,"SE","10-15",190,-8,319,1273,"Lodgepole Pine","20","Rawah Area",610
3065,"SE","5-10",218,3,3055,872,"Lodgepole Pine","23","Rawah Area",601
3032,"NE","5-10",1123,234,2843,1187,"Lodgepole Pine","34","Comanche Peak Area",581
2933,"SE","10-15",201,5,1727,658,"Lodgepole Pine","32","Comanche Peak Area",596
3171,"W","5-10",153,39,2674,924,"Lodgepole Pine","32","Comanche Peak Area",623
2477,"NW","10-15",277,77,840,175,"Douglas-fir","2","Cache la Poudre Area",595
2945,"SW","15-20",391,39,5702,2379,"Lodgepole Pine","30","Rawah Area",639
2906,"NW","20-25",210,38,1075,703,"Lodgepole Pine","23","Comanche Peak Area",566
2449,"SW","20-25",175,23,1931,60,"Ponderosa Pine","2","Comanche Peak Area",639
2913,"NE","25-30",270,96,1652,2701,"Lodgepole Pine","33","Comanche Peak Area",449
2538,"SE","5-10",300,2,1194,4842,"Lodgepole Pine","18","Rawah Area",603
3162,"W","15-20",390,50,1338,2154,"Spruce/Fir","23","Comanche Peak Area",621
2848,"NE","15-20",210,74,3571,2742,"Lodgepole Pine","29","Rawah Area",514
2686,"N","20-25",95,28,2049,4552,"Lodgepole Pine","29","Rawah Area",550
2164,"NW","35-40",216,127,509,424,"Ponderosa Pine","10","Cache la Poudre Area",488
3022,"N","5-10",342,0,1110,592,"Lodgepole Pine","32","Comanche Peak Area",595
3174,"SE","5-10",255,2,1073,2421,"Spruce/Fir","23","Rawah Area",606
3362,"SW","10-15",150,3,4500,3572,"Krummholz","35","Comanche Peak Area",637
2641,"N","10-15",85,23,2363,1302,"Lodgepole Pine","10","Comanche Peak Area",577
3148,"N","20-25",510,2,1403,2185,"Spruce/Fir","24","Comanche Peak Area",543
2929,"NE","15-20",60,-2,4414,1852,"Lodgepole Pine","30","Rawah Area",528
3166,"W","5-10",400,35,3193,1008,"Lodgepole Pine","29","Rawah Area",621
3164,"NE","10-15",234,28,2926,1149,"Spruce/Fir","29","Rawah Area",570
2924,"SE","20-25",641,258,2420,1842,"Lodgepole Pine","10","Comanche Peak Area",547
2731,"NE","10-15",382,42,268,966,"Lodgepole Pine","11","Comanche Peak Area",566
3189,"NW","15-20",90,39,4843,934,"Spruce/Fir","22","Rawah Area",586
3350,"N","10-15",67,9,2565,618,"Krummholz","39","Comanche Peak Area",580
3090,"SW","10-15",503,20,2630,1984,"Lodgepole Pine","32","Comanche Peak Area",635
2707,"SE","5-10",201,27,1356,1834,"Lodgepole Pine","29","Rawah Area",601
3210,"NE","0-5",30,-1,2897,631,"Spruce/Fir","23","Rawah Area",605
3267,"NW","15-20",170,42,3322,4032,"Spruce/Fir","38","Rawah Area",577
3100,"E","5-10",720,46,2407,2227,"Spruce/Fir","32","Comanche Peak Area",581
2522,"N","25-30",134,56,858,1366,"Lodgepole Pine","13","Comanche Peak Area",501
2980,"SW","15-20",210,154,2759,1203,"Lodgepole Pine","13","Comanche Peak Area",639
2654,"NE","5-10",180,3,1315,6086,"Lodgepole Pine","12","Rawah Area",580
3061,"S","10-15",541,64,2992,745,"Lodgepole Pine","32","Comanche Peak Area",634
3127,"E","0-5",646,46,1838,2731,"Spruce/Fir","32","Comanche Peak Area",601
2578,"SE","15-20",150,54,1595,1505,"Ponderosa Pine","4","Comanche Peak Area",580
3071,"E","10-15",319,36,30,849,"Lodgepole Pine","22","Rawah Area",566
3057,"NE","10-15",67,-13,1452,812,"Spruce/Fir","23","Rawah Area",553
1882,"NW","15-20",0,0,120,782,"Douglas-fir","5","Cache la Poudre Area",569
2978,"SW","10-15",484,69,5867,3342,"Lodgepole Pine","29","Rawah Area",638
2853,"NE","20-25",210,47,2604,977,"Lodgepole Pine","31","Comanche Peak Area",498
3137,"NW","20-25",443,128,750,1842,"Spruce/Fir","24","Comanche Peak Area",570
2878,"SE","25-30",150,75,4807,4672,"Lodgepole Pine","30","Rawah Area",523
2162,"NW","15-20",30,9,993,752,"Ponderosa Pine","10","Cache la Poudre Area",585
2733,"S","30-35",30,-8,1742,1263,"Lodgepole Pine","13","Comanche Peak Area",577
2960,"N","15-20",170,30,591,1319,"Lodgepole Pine","24","Comanche Peak Area",544
2802,"S","15-20",150,34,1884,2490,"Lodgepole Pine","30","Rawah Area",634
3032,"NW","10-15",30,8,3048,2536,"Spruce/Fir","24","Comanche Peak Area",579
2956,"SE","10-15",30,4,4203,2248,"Lodgepole Pine","30","Rawah Area",607
3079,"E","5-10",0,0,1396,1782,"Spruce/Fir","20","Comanche Peak Area",582
2549,"S","25-30",30,19,2516,875,"Ponderosa Pine","4","Comanche Peak Area",609
2271,"NW","35-40",201,118,1195,721,"Ponderosa Pine","10","Cache la Poudre Area",487
2805,"NE","5-10",240,21,2352,1338,"Lodgepole Pine","29","Rawah Area",576
2575,"S","5-10",60,-1,700,1201,"Ponderosa Pine","11","Comanche Peak Area",617
3425,"SW","25-30",350,170,3231,516,"Spruce/Fir","39","Rawah Area",626
2913,"S","5-10",90,-2,4918,4520,"Lodgepole Pine","30","Rawah Area",626
3113,"NE","15-20",595,7,3761,3558,"Spruce/Fir","29","Rawah Area",532
3101,"N","10-15",124,6,5515,1082,"Spruce/Fir","20","Rawah Area",581
2742,"N","5-10",42,9,2724,5408,"Lodgepole Pine","20","Rawah Area",577
3157,"SW","5-10",90,16,2489,957,"Lodgepole Pine","32","Comanche Peak Area",632
3126,"SE","0-5",0,0,759,2382,"Spruce/Fir","19","Neota Area",614
3319,"S","10-15",626,92,3980,2174,"Spruce/Fir","23","Rawah Area",632
3005,"N","10-15",134,23,2155,1116,"Spruce/Fir","22","Comanche Peak Area",575
3162,"NW","30-35",484,162,551,1915,"Spruce/Fir","24","Comanche Peak Area",535
3172,"W","0-5",319,10,4332,1024,"Spruce/Fir","29","Rawah Area",616
2926,"SW","20-25",600,300,832,1652,"Lodgepole Pine","32","Comanche Peak Area",640
2964,"SE","15-20",108,32,1348,3277,"Spruce/Fir","22","Rawah Area",602
3197,"SW","5-10",534,6,5981,2896,"Lodgepole Pine","22","Rawah Area",630
2936,"NW","5-10",391,66,4194,5706,"Lodgepole Pine","12","Rawah Area",602
2960,"N","15-20",258,64,1577,2591,"Lodgepole Pine","33","Comanche Peak Area",552
3183,"SW","25-30",757,92,4161,990,"Lodgepole Pine","33","Comanche Peak Area",632
3274,"E","15-20",573,23,830,2641,"Spruce/Fir","22","Rawah Area",545
2794,"S","5-10",90,-3,3192,5929,"Lodgepole Pine","12","Rawah Area",625
3093,"E","10-15",85,13,3505,2958,"Lodgepole Pine","29","Rawah Area",588
2965,"S","10-15",524,56,6025,5470,"Lodgepole Pine","29","Rawah Area",628
2112,"SW","30-35",42,28,1084,342,"Ponderosa Pine","1","Cache la Poudre Area",621
2670,"N","10-15",577,-38,660,1819,"Lodgepole Pine","29","Rawah Area",570
3255,"N","5-10",573,52,1461,1495,"Spruce/Fir","13","Comanche Peak Area",587
3079,"W","5-10",437,9,2640,2011,"Spruce/Fir","32","Comanche Peak Area",626
